,docket,year,issue,issue_area,case_source_circuit,case_origin_circuit,lc_direction,lc_disposition,overturn_count_predict,overturn_count_actual,overturn_predict,overturn_actual,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_1_dir,justice_2_dir,justice_3_dir,justice_4_dir,justice_5_dir,justice_6_dir,justice_7_dir,justice_8_dir,justice_9_dir,justice_chief,correct
80,2011-074-01,2011,10130.0,1.0,0.0,0.0,1.0,2.0,0.5555555555555556,0.5555555555555556,True,True,0,0,0,0,1,1,1,1,1,1.295525494276795,1.320499479708637,1.3418467583497053,1.3669724770642202,1.3985431841831426,1.552,1.5661764705882353,1.574468085106383,1.6074766355140186,0,True
81,2011-075-01,2011,100030.0,10.0,9.0,9.0,2.0,2.0,0.8888888888888888,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,0,1.295525494276795,1.320499479708637,1.3418467583497053,1.3669724770642202,1.3985431841831426,1.552,1.5661764705882353,1.574468085106383,1.6074766355140186,1,False
82,2011-076-01,2011,30010.0,3.0,9.0,9.0,2.0,3.0,0.7777777777777778,0.3333333333333333,True,False,1,1,1,1,1,1,0,1,0,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,False
83,2011-077-01,2011,100120.0,10.0,11.0,11.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
84,2011-080-01,2011,90150.0,9.0,9.0,9.0,1.5,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
85,2012-001-01,2012,40070.0,4.0,13.0,13.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.294725956566701,1.3195449844881075,1.3398058252427185,1.3702359346642468,1.3991726990692865,1.558139534883721,1.5668058455114822,1.5767634854771784,1.607843137254902,1,True
86,2012-002-01,2012,60010.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
87,2012-003-01,2012,70010.0,7.0,0.0,0.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.295031055900621,1.3198757763975155,1.3404669260700388,1.3709090909090909,1.3995859213250517,1.558139534883721,1.567398119122257,1.5791666666666666,1.6084710743801653,1,True
88,2012-004-01,2012,50010.0,5.0,13.0,7.0,2.0,5.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2953367875647668,1.3202072538860103,1.341130604288499,1.3715846994535519,1.4,1.5625,1.5679916317991631,1.5815899581589958,1.609100310237849,1,True
89,2012-005-01,2012,20400.0,2.0,8.0,8.0,1.0,2.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1,1,1.2944214876033058,1.3192148760330578,1.3391472868217054,1.3695652173913044,1.3987603305785123,1.5538461538461539,1.5662148070907196,1.5743801652892562,1.6072164948453609,1,True
90,2012-006-01,2012,10400.0,1.0,12.0,12.0,1.0,2.0,0.6666666666666666,0.0,True,False,0,0,0,1,1,1,1,1,1,1.294238683127572,1.3189300411522633,1.3384615384615384,1.368705035971223,1.3981481481481481,1.544776119402985,1.5649013499480788,1.5691056910569106,1.6057494866529773,1,False
91,2012-007-01,2012,80200.0,8.0,2.0,2.0,1.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.294238683127572,1.3189300411522633,1.3384615384615384,1.368705035971223,1.3981481481481481,1.544776119402985,1.5649013499480788,1.5691056910569106,1.6057494866529773,1,False
92,2012-008-01,2012,80130.0,8.0,9.0,9.0,2.0,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2948453608247423,1.3195876288659794,1.3397683397683398,1.3700361010830324,1.3989690721649484,1.553030303030303,1.5660770031217481,1.5737704918032787,1.6069958847736625,1,True
93,2012-009-01,2012,10020.0,1.0,9.0,9.0,2.0,1.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2948453608247423,1.3195876288659794,1.3397683397683398,1.3700361010830324,1.3989690721649484,1.553030303030303,1.5660770031217481,1.5737704918032787,1.6069958847736625,1,True
94,2012-010-01,2012,40070.0,4.0,11.0,11.0,2.0,-99.0,0.6666666666666666,0.2222222222222222,True,False,1,1,1,1,1,1,0,0,0,1.2939362795477904,1.3186022610483041,1.3378119001919386,1.3680430879712746,1.3977389516957863,1.5407407407407407,1.5643153526970954,1.5668016194331984,1.6051282051282052,1,False
95,2012-011-01,2012,90120.0,9.0,12.0,12.0,2.0,-99.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.2946611909650925,1.3193018480492813,1.339080459770115,1.3691756272401434,1.3973305954825461,1.5441176470588236,1.564516129032258,1.5647668393782384,1.6055327868852458,1,False
96,2012-012-01,2012,20170.0,2.0,11.0,11.0,1.0,9.0,0.7777777777777778,1.0,True,True,0,1,0,1,1,1,1,1,1,1.296523517382413,1.322085889570552,1.3422053231939164,1.3736654804270463,1.399795501022495,1.5571428571428572,1.565531475748194,1.5714285714285714,1.6071428571428572,1,True
97,2012-013-01,2012,10050.0,1.0,2.0,2.0,1.0,2.0,0.5555555555555556,0.6666666666666666,True,True,0,0,0,0,1,1,1,1,1,1.296523517382413,1.322085889570552,1.3422053231939164,1.3736654804270463,1.399795501022495,1.5571428571428572,1.565531475748194,1.5714285714285714,1.6071428571428572,0,True
98,2012-014-01,2012,80010.0,8.0,11.0,11.0,1.0,-99.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.296523517382413,1.322085889570552,1.3422053231939164,1.3736654804270463,1.399795501022495,1.5571428571428572,1.565531475748194,1.5714285714285714,1.6071428571428572,1,True
99,2012-015-01,2012,10050.0,1.0,0.0,0.0,1.0,3.0,0.7777777777777778,1.0,True,True,0,1,0,1,1,1,1,1,1,1.296523517382413,1.322085889570552,1.3422053231939164,1.3736654804270463,1.399795501022495,1.5571428571428572,1.565531475748194,1.5714285714285714,1.6071428571428572,1,True
100,2012-016-01,2012,10370.0,1.0,5.0,-99.0,1.0,-99.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.2970498474059002,1.3224821973550356,1.3408662900188324,1.3756613756613756,1.4008138351983723,1.5586206896551724,1.5657084188911705,1.575875486381323,1.6081218274111675,1,True
101,2012-017-01,2012,10580.0,1.0,9.0,4.0,1.0,5.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.2970498474059002,1.3224821973550356,1.3408662900188324,1.3756613756613756,1.4008138351983723,1.5586206896551724,1.5657084188911705,1.575875486381323,1.6081218274111675,1,False
102,2012-018-01,2012,10170.0,1.0,0.0,0.0,1.0,2.0,0.7777777777777778,0.8888888888888888,True,True,0,0,1,1,1,1,1,1,1,1.2970498474059002,1.3224821973550356,1.3408662900188324,1.3756613756613756,1.4008138351983723,1.5586206896551724,1.5657084188911705,1.575875486381323,1.6081218274111675,1,True
103,2012-019-01,2012,10040.0,1.0,7.0,7.0,1.0,2.0,0.7777777777777778,0.2222222222222222,True,False,0,1,0,1,1,1,1,1,1,1.2970498474059002,1.3224821973550356,1.3408662900188324,1.3756613756613756,1.4008138351983723,1.5586206896551724,1.5657084188911705,1.575875486381323,1.6081218274111675,1,False
104,2012-020-01,2012,80170.0,8.0,10.0,10.0,1.0,2.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1,1,1.2964467005076141,1.3218274111675128,1.3395872420262664,1.374340949033392,1.4,1.564625850340136,1.5655737704918034,1.579150579150579,1.6079027355623101,1,False
105,2012-021-01,2012,90220.0,9.0,2.0,2.0,2.0,3.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.2964467005076141,1.3218274111675128,1.3395872420262664,1.374340949033392,1.4,1.564625850340136,1.5655737704918034,1.579150579150579,1.6079027355623101,1,True
106,2012-022-01,2012,80120.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2968591691995948,1.3221884498480243,1.3420560747663552,1.3765323992994747,1.4002026342451874,1.5664621676891615,1.570469798657718,1.582375478927203,1.608695652173913,1,True
107,2012-023-01,2012,80120.0,8.0,9.0,9.0,2.0,-99.0,0.5555555555555556,0.3333333333333333,True,False,1,1,1,1,1,0,0,0,0,1.2968591691995948,1.3221884498480243,1.3420560747663552,1.3765323992994747,1.4002026342451874,1.5664621676891615,1.570469798657718,1.582375478927203,1.608695652173913,1,False
108,2012-024-01,2012,80060.0,8.0,9.0,9.0,1.0,2.0,0.7777777777777778,1.0,True,True,0,1,0,1,1,1,1,1,1,1.2975708502024292,1.3228744939271255,1.3432835820895523,1.3776223776223777,1.4008097165991902,1.5669050051072524,1.5733333333333333,1.583969465648855,1.6090909090909091,1,True
109,2012-025-01,2012,80190.0,8.0,2.0,2.0,1.0,2.0,0.7777777777777778,0.6666666666666666,True,True,0,0,1,1,1,1,1,1,1,1.298989898989899,1.3232323232323233,1.345724907063197,1.3797909407665505,1.401010101010101,1.5677879714576963,1.5789473684210527,1.5871212121212122,1.6088709677419355,1,True
110,2012-026-01,2012,90320.0,9.0,8.0,8.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.298989898989899,1.3232323232323233,1.345724907063197,1.3797909407665505,1.401010101010101,1.5677879714576963,1.5789473684210527,1.5871212121212122,1.6088709677419355,1,True
111,2012-027-01,2012,80130.0,8.0,9.0,9.0,1.0,3.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,1,1.2993951612903225,1.3225806451612903,1.348148148148148,1.3802083333333333,1.4022177419354838,1.5682281059063137,1.5844155844155845,1.5902255639097744,1.6096579476861168,1,True
112,2012-028-01,2012,100030.0,10.0,4.0,4.0,1.0,5.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.2993951612903225,1.3225806451612903,1.348148148148148,1.3802083333333333,1.4022177419354838,1.5682281059063137,1.5844155844155845,1.5902255639097744,1.6096579476861168,1,True
113,2012-029-01,2012,100030.0,10.0,0.0,0.0,2.0,2.0,0.6666666666666666,1.0,True,True,1,1,0,0,0,1,1,1,1,1.2970498474059002,1.3224821973550356,1.3408662900188324,1.3756613756613756,1.4008138351983723,1.5586206896551724,1.5657084188911705,1.575875486381323,1.6081218274111675,0,True
114,2012-030-01,2012,10050.0,1.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.4444444444444444,True,False,1,1,1,1,1,1,0,0,0,1.299093655589124,1.3222557905337362,1.3475046210720887,1.3795493934142113,1.4018126888217524,1.5676500508647,1.5806451612903225,1.5880149812734083,1.6090452261306534,1,False
115,2012-031-01,2012,90240.0,9.0,3.0,3.0,2.0,2.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.2994974874371858,1.3226130653266333,1.3462246777163904,1.378238341968912,1.401005025125628,1.56751269035533,1.585987261146497,1.5910780669144982,1.609829488465396,1,True
116,2012-032-01,2012,80060.0,8.0,3.0,3.0,1.0,2.0,0.5555555555555556,1.0,True,True,0,0,0,0,1,1,1,1,1,1.2994974874371858,1.3226130653266333,1.3462246777163904,1.378238341968912,1.401005025125628,1.56751269035533,1.585987261146497,1.5910780669144982,1.609829488465396,0,True
117,2012-033-01,2012,20320.0,2.0,9.0,9.0,2.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.3002008032128514,1.323293172690763,1.3474264705882353,1.3793103448275863,1.4016064257028114,1.567951318458418,1.5886075949367089,1.5925925925925926,1.6102204408817635,1,True
118,2012-034-01,2012,70040.0,7.0,3.0,3.0,2.0,4.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.2995991983967936,1.3226452905811623,1.3461538461538463,1.3780068728522337,1.4008016032064128,1.5678137651821862,1.5875,1.5919117647058822,1.61,1,True
119,2012-035-01,2012,80090.0,8.0,3.0,3.0,2.0,5.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.2995991983967936,1.3226452905811623,1.3461538461538463,1.3780068728522337,1.4008016032064128,1.5678137651821862,1.5875,1.5919117647058822,1.61,1,True
120,2012-036-01,2012,90230.0,9.0,2.0,2.0,1.0,9.0,0.4444444444444444,0.0,False,False,0,0,0,0,0,1,1,1,1,1.3,1.323,1.3467153284671534,1.3784246575342465,1.4,1.5666666666666667,1.5802469135802468,1.5875912408759123,1.6087824351297406,0,True
121,2012-037-01,2012,10050.0,1.0,0.0,0.0,2.0,2.0,0.8888888888888888,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,0,1.3,1.323,1.3467153284671534,1.3784246575342465,1.4,1.5666666666666667,1.5802469135802468,1.5875912408759123,1.6087824351297406,1,False
122,2012-038-01,2012,20110.0,2.0,5.0,0.0,1.0,9.0,0.5555555555555556,0.7777777777777778,True,True,0,0,0,0,1,1,1,1,1,1.2997002997002998,1.3236763236763236,1.3460837887067396,1.3777777777777778,1.4005994005994007,1.5660948536831483,1.5828220858895705,1.589090909090909,1.609172482552343,0,True
123,2012-039-01,2012,50040.0,5.0,4.0,4.0,1.0,2.0,0.5555555555555556,0.0,True,False,0,0,0,0,1,1,1,1,1,1.2991026919242272,1.3240279162512463,1.3448275862068966,1.3781942078364566,1.4007976071784647,1.5659617321248742,1.5818181818181818,1.5884476534296028,1.608955223880597,0,False
124,2012-040-01,2012,90150.0,9.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.4444444444444444,False,False,0,0,0,0,0,1,1,1,1,1.2991026919242272,1.3240279162512463,1.3448275862068966,1.3781942078364566,1.4007976071784647,1.5659617321248742,1.5818181818181818,1.5884476534296028,1.608955223880597,0,True
125,2012-041-01,2012,100020.0,10.0,0.0,0.0,2.0,3.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.3001988071570576,1.3250497017892644,1.3465703971119134,1.3796610169491526,1.4015904572564613,1.5672690763052208,1.5892857142857142,1.5928571428571427,1.6101190476190477,1,False
126,2012-042-01,2012,80030.0,8.0,11.0,11.0,1.0,2.0,0.8888888888888888,1.0,True,True,1,1,0,1,1,1,1,1,1,1.3001988071570576,1.3250497017892644,1.3465703971119134,1.3796610169491526,1.4015904572564613,1.5672690763052208,1.5892857142857142,1.5928571428571427,1.6101190476190477,1,True
127,2012-043-01,2012,80180.0,8.0,13.0,7.0,2.0,1.0,0.0,1.0,False,True,0,0,0,0,0,0,0,0,0,1.3001988071570576,1.3250497017892644,1.3465703971119134,1.3796610169491526,1.4015904572564613,1.5672690763052208,1.5892857142857142,1.5928571428571427,1.6101190476190477,0,False
128,2012-044-01,2012,90120.0,9.0,5.0,5.0,1.0,2.0,0.8888888888888888,0.3333333333333333,True,False,0,1,1,1,1,1,1,1,1,1.3,1.3247524752475248,1.3476702508960574,1.3804713804713804,1.401980198019802,1.566,1.5813953488372092,1.5880281690140845,1.608695652173913,1,False
129,2012-045-01,2012,120010.0,12.0,3.0,3.0,2.0,3.0,0.0,0.0,False,False,0,0,0,0,0,0,0,0,0,1.3,1.3247524752475248,1.3476702508960574,1.3804713804713804,1.401980198019802,1.566,1.5813953488372092,1.5880281690140845,1.608695652173913,0,True
130,2012-046-01,2012,10020.0,1.0,6.0,6.0,2.0,5.0,0.5555555555555556,1.0,True,True,1,1,1,1,1,0,0,0,0,1.3,1.3247524752475248,1.3476702508960574,1.3804713804713804,1.401980198019802,1.566,1.5813953488372092,1.5880281690140845,1.608695652173913,1,True
131,2012-047-01,2012,60010.0,6.0,13.0,13.0,2.0,11.0,0.5555555555555556,0.0,True,False,1,1,1,1,1,0,0,0,0,1.3,1.3247524752475248,1.3476702508960574,1.3804713804713804,1.401980198019802,1.566,1.5813953488372092,1.5880281690140845,1.608695652173913,1,False
132,2012-048-01,2012,10020.0,1.0,6.0,6.0,2.0,3.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.300395256916996,1.325098814229249,1.3482142857142858,1.3808724832214765,1.4031620553359683,1.56686626746507,1.5862068965517242,1.5909090909090908,1.6094674556213018,1,False
133,2012-049-01,2012,20330.0,2.0,5.0,5.0,2.0,12.0,0.6666666666666666,0.4444444444444444,True,False,1,1,1,1,1,1,0,0,0,1.300395256916996,1.325098814229249,1.3482142857142858,1.3808724832214765,1.4031620553359683,1.56686626746507,1.5862068965517242,1.5909090909090908,1.6094674556213018,1,False
134,2012-050-01,2012,10050.0,1.0,0.0,0.0,2.0,1.0,0.7777777777777778,0.5555555555555556,True,True,1,1,1,1,1,1,1,0,0,1.3004926108374384,1.3261083743842363,1.3481349911190053,1.3806343906510852,1.4039408866995073,1.5671641791044777,1.5932203389830508,1.5951557093425606,1.6106194690265487,1,True
135,2012-051-01,2012,100030.0,10.0,0.0,0.0,2.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.3004926108374384,1.3261083743842363,1.3481349911190053,1.3806343906510852,1.4039408866995073,1.5671641791044777,1.5932203389830508,1.5951557093425606,1.6106194690265487,1,False
136,2012-052-01,2012,90110.0,9.0,9.0,10.0,1.0,-99.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.3004926108374384,1.3261083743842363,1.3481349911190053,1.3806343906510852,1.4039408866995073,1.5671641791044777,1.5932203389830508,1.5951557093425606,1.6106194690265487,1,False
137,2012-053-01,2012,40070.0,4.0,9.0,9.0,1.0,2.0,0.6666666666666666,1.0,True,True,0,0,0,1,1,1,1,1,1,1.300589390962672,1.3261296660117878,1.3480565371024735,1.3803986710963456,1.4047151277013752,1.5674603174603174,1.5944444444444446,1.595890410958904,1.6107843137254902,1,True
138,2012-054-01,2012,10390.0,1.0,7.0,7.0,1.0,2.0,0.5555555555555556,0.5555555555555556,True,True,0,0,0,0,1,1,1,1,1,1.300589390962672,1.3261296660117878,1.3480565371024735,1.3803986710963456,1.4047151277013752,1.5674603174603174,1.5944444444444446,1.595890410958904,1.6107843137254902,0,True
139,2012-055-01,2012,80160.0,8.0,3.0,3.0,1.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.300589390962672,1.3261296660117878,1.3480565371024735,1.3803986710963456,1.4047151277013752,1.5674603174603174,1.5944444444444446,1.595890410958904,1.6107843137254902,1,False
140,2012-056-01,2012,100030.0,10.0,9.0,-99.0,1.5,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.3013698630136987,1.3268101761252447,1.3491228070175438,1.381188118811881,1.4050880626223092,1.5671936758893281,1.5923913043478262,1.5945945945945945,1.6103515625,1,True
141,2012-057-01,2012,100030.0,10.0,10.0,0.0,1.0,2.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1,1,1.3013698630136987,1.3268101761252447,1.3491228070175438,1.381188118811881,1.4050880626223092,1.5671936758893281,1.5923913043478262,1.5945945945945945,1.6103515625,1,True
142,2012-058-01,2012,10370.0,1.0,11.0,11.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.3013698630136987,1.3268101761252447,1.3491228070175438,1.381188118811881,1.4050880626223092,1.5671936758893281,1.5923913043478262,1.5945945945945945,1.6103515625,1,True
143,2012-059-01,2012,10430.0,1.0,13.0,-99.0,2.0,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.3013698630136987,1.3268101761252447,1.3491228070175438,1.381188118811881,1.4050880626223092,1.5671936758893281,1.5923913043478262,1.5945945945945945,1.6103515625,1,True
144,2012-060-01,2012,10090.0,1.0,0.0,0.0,1.0,2.0,0.4444444444444444,0.4444444444444444,False,False,0,0,0,0,0,1,1,1,1,1.3008763388510225,1.326192794547225,1.3466898954703832,1.3780687397708675,1.4040895813047711,1.567354965585054,1.597883597883598,1.5980066445182723,1.6112730806608357,0,True
145,2012-061-01,2012,10430.0,1.0,11.0,-99.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.3008763388510225,1.326192794547225,1.3466898954703832,1.3780687397708675,1.4040895813047711,1.567354965585054,1.597883597883598,1.5980066445182723,1.6112730806608357,1,True
146,2012-062-01,2012,10560.0,1.0,4.0,4.0,1.0,2.0,0.4444444444444444,0.5555555555555556,False,True,0,0,0,0,0,1,1,1,1,1.3008763388510225,1.326192794547225,1.3466898954703832,1.3780687397708675,1.4040895813047711,1.567354965585054,1.597883597883598,1.5980066445182723,1.6112730806608357,0,False
147,2012-063-01,2012,60020.0,6.0,4.0,4.0,1.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.3008763388510225,1.326192794547225,1.3466898954703832,1.3780687397708675,1.4040895813047711,1.567354965585054,1.597883597883598,1.5980066445182723,1.6112730806608357,1,False
148,2012-064-01,2012,20010.0,2.0,9.0,9.0,2.0,1.0,0.6666666666666666,0.2222222222222222,True,False,1,1,1,1,1,1,0,0,0,1.3008763388510225,1.326192794547225,1.3466898954703832,1.3780687397708675,1.4040895813047711,1.567354965585054,1.597883597883598,1.5980066445182723,1.6112730806608357,1,False
149,2012-065-01,2012,30010.0,3.0,2.0,-99.0,2.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1,1,1.3,1.3262135922330096,1.3466204506065858,1.3794788273615635,1.4048543689320387,1.5686274509803921,1.6006600660066006,1.6020942408376964,1.6124031007751938,1,False
150,2012-066-01,2012,80160.0,8.0,2.0,-99.0,2.0,4.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.3,1.3262135922330096,1.3466204506065858,1.3794788273615635,1.4048543689320387,1.5686274509803921,1.6006600660066006,1.6020942408376964,1.6124031007751938,1,True
151,2012-067-01,2012,10560.0,1.0,9.0,9.0,1.0,2.0,0.5555555555555556,0.8888888888888888,True,True,0,0,0,0,1,1,1,1,1,1.3,1.3262135922330096,1.3466204506065858,1.3794788273615635,1.4048543689320387,1.5686274509803921,1.6006600660066006,1.6020942408376964,1.6124031007751938,0,True
152,2012-068-01,2012,20070.0,2.0,5.0,5.0,2.0,2.0,0.5555555555555556,0.8888888888888888,True,True,1,1,1,1,1,0,0,0,0,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,1,True
153,2012-069-01,2012,100030.0,10.0,1.0,1.0,2.0,2.0,0.5555555555555556,0.4444444444444444,True,False,1,1,1,1,1,0,0,0,0,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,1,False
154,2012-070-01,2012,20400.0,2.0,7.0,7.0,1.0,2.0,0.4444444444444444,0.4444444444444444,False,False,0,0,0,0,0,1,1,1,1,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,0,True
155,2012-071-01,2012,10550.0,1.0,5.0,-99.0,1.0,2.0,0.8888888888888888,0.2222222222222222,True,False,0,1,1,1,1,1,1,1,1,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,1,False
156,2012-072-01,2012,20400.0,2.0,5.0,5.0,2.0,6.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,1,True
157,2012-073-01,2012,20020.0,2.0,12.0,12.0,2.0,2.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.3012512030798844,1.3282001924927815,1.3447098976109215,1.3788121990369182,1.4042348411934553,1.5675413022351798,1.5993589743589745,1.6030150753768844,1.6128722382324687,1,True
158,2012-074-01,2012,40070.0,4.0,0.0,0.0,2.0,3.0,0.7777777777777778,0.4444444444444444,True,False,1,1,1,1,1,0,1,1,0,1.3012512030798844,1.3282001924927815,1.3447098976109215,1.3788121990369182,1.4042348411934553,1.5675413022351798,1.5993589743589745,1.6030150753768844,1.6128722382324687,1,False
159,2012-075-01,2012,20150.0,2.0,0.0,0.0,2.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.3012512030798844,1.3282001924927815,1.3447098976109215,1.3788121990369182,1.4042348411934553,1.5675413022351798,1.5993589743589745,1.6030150753768844,1.6128722382324687,1,True
160,2012-076-01,2012,20330.0,2.0,9.0,0.0,1.0,5.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.3011583011583012,1.3272200772200773,1.3447684391080617,1.3790322580645162,1.4044401544401544,1.5682261208576997,1.598705501618123,1.6020408163265305,1.6127167630057804,1,True
161,2012-077-01,2012,90240.0,9.0,9.0,9.0,2.0,2.0,0.5555555555555556,0.5555555555555556,True,True,1,1,1,1,1,0,0,0,0,1.302593659942363,1.3285302593659942,1.346938775510204,1.3792,1.4053794428434199,1.5674102812803103,1.6019108280254777,1.6019900497512438,1.6126558005752636,1,True
162,2012-078-01,2012,10470.0,1.0,2.0,2.0,1.5,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.302593659942363,1.3285302593659942,1.346938775510204,1.3792,1.4053794428434199,1.5674102812803103,1.6019108280254777,1.6019900497512438,1.6126558005752636,1,True
163,2012-079-01,2012,40010.0,4.0,2.0,2.0,2.0,2.0,0.6666666666666666,0.4444444444444444,True,False,1,1,1,1,1,1,0,0,0,1.302593659942363,1.3285302593659942,1.346938775510204,1.3792,1.4053794428434199,1.5674102812803103,1.6019108280254777,1.6019900497512438,1.6126558005752636,1,False
